Time,Comment,Scramble,Date
62.341708064079285,"",D L2 U' F2 R' L2 D' L U' R' B U2 D L2 F2 L2 F2 D2 L2,2024-07-01 12:34:09 +0000
79.8255980014801,"",B L' U2 L2 F2 L2 D F2 L2 F' L' D' U' B2 F' D F',2024-06-07 16:23:07 +0000
70.41260302066803,"",R' B2 D2 R F2 L F2 D2 R2 B2 F U B L2 B' R2 U' R2 U,2024-06-19 09:03:07 +0000
73.42843902111053,"",F L' D2 F2 D2 R2 D L2 U F2 U2 B' L2 B' U F' D' L' U2,2024-08-19 11:38:57 +0000
48.49897599220276,"",F B' U2 D' F2 D' L2 D R U2 R F2 B2 U2 F2 L' B2 R2 F,2024-08-17 08:36:06 +0000
86.5259439945221,"",F' D' R L2 D2 F2 U B2 L2 U F2 B' D L2 F L' D2 U' F',2024-06-17 11:26:37 +0000
69.60246002674103,"",R' D2 U2 R' B2 L R' B2 L2 F' U2 F2 D' L R D' L' B R2,2024-08-16 14:41:08 +0000
52.74634099006653,"",L' U F' U R' U F D B U F2 U' D L2 U' F2 D2 F',2024-06-12 14:51:43 +0000
55.710976004600525,"",F2 L2 F2 U F2 D2 F2 D' F2 U F R' D' F' U R B2 R F' D',2024-06-11 06:20:49 +0000
49.05800700187683,"",L' D' R' F B2 D2 B2 L D L2 F2 L2 D' L2 D R2 F2 U' L,2024-06-10 09:04:08 +0000
79.63069605827332,"",F' R' U2 F R D2 F D B' D2 L2 B2 U2 R' U2 F2 L' F,2024-05-03 08:46:01 +0000
82.81056094169617,"",B' L' B U' B2 L2 B2 D2 L2 D U2 L B' U' F U2 L F2 L,2024-05-05 07:38:05 +0000
46.71258199214935,"",L' F2 D2 B2 L' U F' B' L2 D F2 B' L2 U2 B L2 D2 L2,2024-08-15 14:41:10 +0000
80.44907200336456,"",U2 F2 L R D2 U2 B2 U2 L2 D' F' R D' B' L R2 B' F' U',2024-05-07 14:36:15 +0000
60.234801054000854,"",B' L F2 L2 R B2 U2 L2 U2 F R' D F2 L U R B' F2,2024-08-15 08:47:26 +0000
